x,y,clase
2.13E+00,4.41E-01,0
2.25E+00,-7.41E-02,0
8.72E-01,-7.17E-01,0
1.94E-02,9.15E-01,0
5.64E+00,7.21E+00,0
7.83E+00,7.94E+00,0
8.05E+00,1.07E+01,0
8.92E-01,1.18E+00,0
8.77E+00,1.02E+01,0
1.88E+00,1.83E+00,0
3.94E+00,2.07E+00,0
8.88E+00,1.02E+01,0
5.71E+00,5.12E+00,0
3.51E+00,3.64E+00,0
9.80E+00,9.25E+00,0
1.08E+01,8.95E+00,0
8.73E+00,1.00E+01,0
2.45E+00,3.03E+00,0
4.36E+00,6.16E+00,0
9.47E+00,8.67E+00,0
6.63E+00,6.14E+00,0
8.51E+00,8.27E+00,0
2.96E+00,2.73E+00,0
7.14E-01,2.09E+00,0
6.18E+00,5.26E+00,0
7.69E+00,8.54E+00,0
9.65E+00,9.79E+00,0
1.62E+00,3.16E+00,0
8.14E+00,8.94E+00,0
1.03E+01,8.97E+00,0
1.22E+00,-7.97E-01,0
-2.80E-01,1.04E+00,0
7.43E+00,7.55E+00,0
4.30E+00,5.26E+00,0
6.45E+00,6.01E+00,0
2.69E+00,3.07E+00,0
8.30E+00,8.81E+00,0
4.25E-01,7.61E-01,0
3.58E+00,3.08E+00,0
5.73E+00,4.87E+00,0
1.07E+01,9.91E+00,0
7.26E+00,5.63E+00,0
5.92E+00,6.61E+00,0
8.73E+00,5.99E+00,0
8.57E-01,1.07E+00,0
3.71E-01,-2.23E-01,0
9.92E+00,9.33E+00,0
1.07E+00,1.41E+00,0
2.19E+00,-9.13E-01,0
9.60E+00,9.15E+00,0
9.86E-01,1.73E+00,0
1.12E+01,1.03E+01,0
2.06E+00,2.75E+00,0
1.76E+00,1.65E+00,0
6.85E-01,2.10E+00,0
-3.34E-01,8.75E-01,0
5.42E-01,7.29E-01,0
6.61E+00,8.08E+00,0
-15.37385115,44.85079573,1
-2.59300386,18.54944898,1
4.36149775,-7.25926517,1
9.14805655,-30.14650532,1
3.30456753,-8.70048875,1
-4.28090218,18.58879654,1
-25.44189044,2.68558832,1
30.31292758,-17.48278095,1
23.10095316,-24.21476711,1
5.95102117,16.5576586,1
34.91176625,18.73852777,1
4.94470692,-32.83824822,1
-2.08601149,19.98290461,1
12.03851613,3.24016609,1
24.28386658,33.52566348,1
22.98184433,-26.64472036,1
-21.1580879,-18.50939893,1
-20.08173199,40.51142908,1
3.66351423,-6.73805163,1
-13.36384764,-25.85156726,1
-0.6288009,-0.25302075,1
-13.68240961,-28.03163913,1
-1.34285312,-6.05532029,1
0.89490523,-5.82376521,1
37.25422416,-3.88060586,1
14.11477337,2.7593015,1
-2.26373301,-3.36734121,1
-21.53670948,-16.07661289,1
-0.5316682,-0.11789036,1
-0.66017811,-6.23015481,1
14.32022944,41.06011637,1
-5.8428082,-27.32703632,1
-29.18311486,37.03980926,1
-0.50702532,-6.8484833,1
4.58588923,-8.08463239,1
-3.11545987,-0.3452152,1
13.1131822,9.81039824,1
33.4756168,22.78077416,1
7.44375491,15.3289381,1
-0.42285364,0.98428007,1
-12.39067394,17.25197771,1
7.78067046,-2.25579269,1
32.77137309,21.73689658,1
11.49208858,-2.75655224,1
-24.26024373,6.03324266,1
37.33915516,1.0986192,1
-2.72912533,-29.96448412,1
2.00075492,-6.05330679,1
13.03318712,-0.52512992,1
-1.88177706,-3.48541155,1
10.34721439,-5.05259292,1
-2.98624931,-3.40701406,1
13.78431875,5.15983979,1
10.00320937,-1.72721007,1
6.33914988,-6.04287485,1
1.42297966,0.39156004,1
-31.7313671,35.00563392,1
-6.24884523,43.86658527,1
13.12172123,2.36447959,1
-0.50476706,-7.13343781,1
4.54938117,-32.90961279,1
1.37689783,18.88496274,1
38.26883439,0.96125366,1
-34.73138325,32.82269137,1
25.91689035,-24.37087997,1
30.21723825,-18.55866531,1
12.24935377,10.41237566,1
-24.33895678,5.95758736,1
7.83262798,-5.07982717,1
16.65075477,-30.34877827,1
29.58910325,-23.35763212,1
-23.36745613,-13.11053626,1
10.56402779,8.72080183,1
-20.90850046,-19.31841755,1
8.36555359,15.95537162,1
-13.64004369,18.52333504,1
-21.26886414,9.80815789,1
-19.46002544,10.78418465,1
-22.01628326,7.76652556,1
0.8319071,-0.71586169,1
22.52816216,-26.8701816,1
-19.44843767,-20.68149888,1
9.1616821,-3.82411191,1
10.55255073,-31.30523336,1
29.84773942,-17.41587761,1
14.99311948,-27.91003879,1
31.14305942,27.95945519,1
-1.05619094,-1.10204197,1
-0.87478691,18.67520817,1
-24.11030091,-7.12808968,1
37.19105651,7.82206513,1
0.65432774,20.33370678,1
9.0367616,-5.16188517,1
-27.63457036,0.78694422,1
19.40005872,-29.18455633,1
-23.43636535,6.29570294,1
3.28037254,-7.53616409,1
-2.13066142,0.60699166,1
32.72085142,-14.51460785,1
11.77039032,7.88356972,1
0.09058663,0.25059001,1
9.87294955,-31.40272743,1
-17.30696386,13.2752042,1
-1.1912761,-29.59851381,1
30.09773024,-16.81077464,1
9.16309357,10.54359687,1
10.06911447,-3.15527544,1
-21.01039646,40.39429876,1
7.65699589,16.3555551,1
-17.27412989,-24.46751168,1
-11.3803779,-28.85165032,1
-14.01102409,-26.66835537,1
31.88777599,-15.39918899,1
5.62391031,16.4527207,1
26.05345846,32.01686505,1
17.96408797,-31.18541668,1
0.6123585,19.68078183,1
10.54205544,-3.06184674,1
-0.33188211,-0.65201145,1
12.74301935,1.95191946,1
15.377282,-29.51342433,1
11.50315661,9.97771865,1
21.72280405,35.10117012,1
-25.33699735,-2.86487068,1
2.06643148,19.16144633,1
-7.16977357,43.76233965,1
-0.07201318,-6.13508721,1
38.06897636,3.89479061,1
-2.59632871,-0.27542954,1
4.30618568,16.34672322,1
33.36402712,15.51318349,1
28.82727693,-20.56969063,1
11.8046332,11.24598924,1
2.75721495,-8.50431307,1
-4.71648189,-30.80417199,1
-31.54221257,32.57824725,1
-21.45328844,6.16868119,1
30.41626073,27.27207075,1
-18.34792518,44.0483761,1
18.72950585,36.76212171,1
7.48438582,-6.16063139,1
-23.45807826,-17.86561198,1
-13.72704088,18.1079245,1
-8.43307548,43.88192107,1
25.43352406,-24.16685924,1
-9.29423234,-29.60576493,1
5.43118226,-30.48555657,1
0.08903321,-6.78582654,1
12.52323425,11.48177837,1
-12.59972954,-24.33301184,1
11.63387145,8.0067512,1
11.21779698,-31.93817213,1
-3.29417159,-2.2099033,1
-13.81687262,15.51239096,1
3.41241477,19.20353227,1
-17.23329431,-24.62856996,1
-0.50617558,-0.16849949,1
0.87504973,-31.79818879,1
-25.75287818,0.31235084,1
-22.63988787,-16.08840026,1
-1.70220395,-4.6718368,1
6.76557051,-8.00415895,1
7.92497274,-7.78504425,1
-20.17485527,12.15562338,1
8.45698591,-4.58638488,1
-4.09240301,-30.97019796,1
-19.05640225,-21.1111405,1
-11.34036062,41.35811039,1
5.50589728,-6.52772534,1
-2.22476314,-2.9893916,1
-3.39589335,43.82895035,1
-8.57337666,19.45413647,1
33.63941546,20.34960384,1
-35.05316544,31.50589113,1
12.17810823,-1.32237862,1
-1.30152398,-6.56355623,1
17.65059467,-28.52586751,1
-21.94873964,40.43880173,1
28.52569909,28.74735595,1
13.012345,-27.52600107,1
0.54187702,-0.33677502,1
31.71772302,23.01680503,1
7.20018249,-6.99942943,1
40.12469981,10.30540461,1
9.41015341,-5.06294043,1
-2.64002959,-3.13186881,1
28.27346367,29.09264552,1
-37.87289583,28.95271392,1
-15.41316535,-23.72109758,1
-6.65360971,19.42808107,1
11.79260044,40.02967302,1
22.140441,-23.82940693,1
-25.58552163,-3.81014315,1
10.61893072,-5.26535369,1
10.01918999,-4.5403042,1
2.17274483,-6.94352928,1
17.06199662,-29.50576359,1
-22.34272348,8.75645327,1
-20.24919858,-21.15632836,1
-18.05096362,14.80483485,1
24.4950472,-22.65847642,1
6.43634659,-5.28937314,1
33.21829558,-14.85392046,1
0.68864683,18.67431541,1
-23.52516622,6.31372972,1
1.51601859,-0.86755769,1
-26.5663358,-4.63960563,1
37.7670824,1.46459389,1
-15.82354306,-22.56245935,1
36.77342252,-6.6507767,1
-39.4057744,25.78349334,1
5.54822575,17.65708986,1
1.64088056,-30.74624219,1
37.78414324,1.52141878,1
-25.97237961,-12.27822369,1
22.28139245,-27.42840892,1
-24.73755073,-10.09328031,1
36.42772495,3.1529243,1
30.11463769,-17.07965816,1
13.21293962,9.22872817,1
2.46741768,-7.43949205,1
-5.85401715,44.01277761,1
8.35079372,16.25622868,1
-23.97158254,4.21565126,1
20.5015153,39.98164839,1
-20.69069893,9.52976343,1
-2.49523912,-6.72133545,1
2.68457708,-7.224428,1
36.71675949,15.49005029,1
33.6904574,-7.68816054,1
-3.708909,21.35368865,1
-0.48118372,-1.44945263,1
33.11408561,-13.29017301,1
-26.26069982,-10.16945119,1
12.01675101,8.49678794,1
-12.77159748,44.37733772,1
10.67777996,-4.63169557,1
30.53539271,24.0625383,1
-2.32464165,-0.63601887,1
12.32523236,2.19398021,1
-6.39776775,-27.53072185,1
37.28515589,5.8033837,1
3.97770556,16.59948746,1
-0.84118563,-0.39430147,1
26.87402077,29.6411096,1
11.96035705,41.35720564,1
0.87571346,-8.00424823,1
5.02345997,-31.68613219,1
-26.85624477,39.44811631,1
8.50111824,-3.89120724,1
-24.02520461,-14.20841332,1
-25.31656367,-2.99547642,1
-25.85944608,39.73265805,1
36.11119541,-2.85349115,1
0.74287581,-8.20266147,1
3.67235017,-7.57214075,1
-6.33260952,18.53942982,1
-18.26843005,13.36656802,1
-8.3836513,45.14899877,1
0.05126271,-30.97568062,1
-18.51020586,-21.69101665,1
-11.3135468,17.7625349,1
11.22649825,-31.49899844,1
37.99982366,6.8064632,1
10.54518217,-3.96349367,1
33.82988192,18.27490078,1
36.85290302,13.51282734,1
11.4064499,8.37924839,1
11.27963671,41.79675172,1
-0.49299808,-5.45573227,1
-0.52954236,-1.56399866,1
-17.6749893,-23.45387015,1
33.03446879,-16.97941254,1
13.12237634,9.58540239,1
14.69562106,2.75002065,1
-24.59276671,-13.28996703,1
24.27650101,33.93157503,1
-9.47185778,43.98643836,1
4.69131466,17.0177223,1
-1.13349279,-4.95692468,1
36.95638479,5.36152337,1
-0.83228379,-7.22241623,1
-9.28492727,43.40796658,1
36.56668803,12.61818229,1
-27.20532927,36.9426062,1
-2.40067885,-1.65553072,1
-4.34408401,-2.50528541,1
-25.15603475,-8.2892887,1
26.46691158,-23.35809906,1
37.05103968,11.26680062,1
-21.73044344,7.37368152,1
-38.82840693,26.46124109,1
-3.36484211,-3.45988014,1
-31.2882231,35.63515602,1
-1.44304844,43.3733555,1
10.88274049,-0.95409989,1
-35.07529824,32.32620253,1
-32.94922532,32.58173467,1
33.42694586,-15.30250778,1
7.61048917,16.14752441,1
