x,y,clase
4.17372261,-11.5570611,0
-18.03148797,2.82298971,0
-0.89020118,5.42711621,0
22.31546305,1.13429216,0
11.24863614,16.33836943,0
4.47488603,7.1381117,0
19.09807371,-0.61621932,0
-14.85840939,10.03855319,0
14.21859058,-10.14610159,0
-3.68166622,-5.69178456,0
10.58324173,17.78367197,0
20.13360026,6.33471699,0
1.07722854,-12.70217202,0
5.97989279,-13.3679939,0
-4.03833402,-6.46773154,0
-5.53312365,2.41486363,0
3.86262916,-14.24016752,0
17.48102434,4.57826546,0
8.94901696,-13.23916451,0
-8.51328576,16.49023301,0
19.31577804,-0.23484261,0
7.3860868,17.3277873,0
16.44115509,-8.24029643,0
12.74184113,-10.84417125,0
16.74783945,-8.93949621,0
9.71683589,-11.9948609,0
-5.30708755,3.19945652,0
5.82092695,-14.00402128,0
-15.87276887,7.91769926,0
12.35942892,16.068191,0
15.29188316,15.37075313,0
14.84440834,-8.85206697,0
-4.81119269,-1.70405453,0
14.53253832,-8.04374698,0
-8.72197335,16.74658909,0
6.61972517,18.2029115,0
5.64288627,1.6064007,0
-5.76276193,18.03704423,0
7.63712968,17.65037466,0
-12.30851836,11.30890557,0
-5.29034501,-0.04242506,0
-15.75163285,5.72251035,0
17.77843004,13.8129318,0
-15.07873605,8.53620725,0
-2.90038188,-6.35527622,0
-4.92635553,-6.50292693,0
-1.93254238,18.98398148,0
-5.75778673,-5.10707282,0
19.81366226,-4.33068911,0
15.85930654,11.94872358,0
1.16126866,-13.83261645,0
10.00606273,18.20432348,0
7.63969365,18.5670073,0
18.96809129,-4.93033591,0
-4.79068886,1.0880918,0
15.25571263,14.87233256,0
-3.923907,1.00462664,0
18.89005887,2.72202727,0
16.12980769,-9.37286148,0
7.93646037,18.81719509,0
-1.41042432,-8.50459046,0
-8.88094821,14.61820104,0
8.84494054,18.03551163,0
-2.30331743,4.27495838,0
9.11967846,17.4533314,0
-1.43E+01,-1.23E+01,1
-7.27E+00,-1.69E+01,1
4.56E+00,-4.22E+00,1
-1.54E+01,2.46E+00,1
1.62E+01,-1.14E+01,1
1.78E+01,-1.29E+01,1
-1.45E+01,-8.10E+00,1
2.12E+01,-1.34E+00,1
-2.97E-01,1.29E+01,1
7.70E+00,1.99E+00,1
2.11E+01,-7.47E+00,1
-2.84E+00,-1.90E+01,1
2.08E+01,-9.08E+00,1
2.23E+01,-1.82E+00,1
-1.46E+01,7.16E+00,1
-1.14E+00,-4.65E+00,1
-1.11E+01,-8.53E+00,1
-1.03E+01,-1.53E+01,1
-6.14E+00,-1.54E+01,1
8.62E+00,-4.98E+00,1
-1.23E+01,6.83E+00,1
2.13E+01,-1.57E+00,1
-1.18E+01,6.92E+00,1
2.12E+01,-7.23E+00,1
2.10E+01,-4.46E+00,1
3.89E+00,-5.80E+00,1
1.04E+01,5.32E-03,1
1.08E+01,-1.57E+01,1
-1.21E+01,-1.46E+01,1
9.38E+00,-2.16E-01,1
1.30E+01,-1.60E+01,1
2.02E+01,-4.88E+00,1
5.16E+00,9.09E+00,1
2.04E+01,-6.66E+00,1
-1.78E+01,-1.49E-01,1
-1.32E+01,-1.07E+01,1
1.05E+01,-1.61E+00,1
2.07E+01,-6.66E+00,1
1.69E+01,-1.46E+01,1
-1.53E+01,5.71E-01,1
-3.55E+00,-1.63E+01,1
7.91E+00,-6.09E+00,1
-1.05E+01,-1.40E+01,1
5.14E-01,-6.47E+00,1
6.10E+00,9.60E+00,1
8.91E+00,4.00E+00,1
5.56E+00,-1.81E+01,1
2.06E+01,-7.49E+00,1
-1.03E+01,9.84E+00,1
-1.41E+01,-1.34E-01,1
2.12E+01,-3.52E+00,1
-1.43E+01,4.12E+00,1
-7.68E+00,1.16E+01,1
-1.05E+01,1.09E+01,1
8.28E-01,-1.95E+01,1
1.08E+00,-1.83E+01,1
-8.45E+00,-1.40E+01,1
-8.94E+00,-1.51E+01,1
7.57E+00,1.03E+01,1
2.84E+00,-1.86E+01,1
2.00E+01,-8.53E+00,1
6.82E+00,7.72E+00,1
-1.20E+01,3.92E+00,1
2.05E+01,-3.97E+00,1
8.55E+00,5.77E+00,1
2.01E+01,-5.93E+00,1
9.54E+00,6.04E+00,1
1.46E+01,-1.31E+01,1
-5.32E+00,1.22E+01,1
-1.25E+01,5.38E+00,1
9.10E+00,8.56E+00,1
5.64E+00,-6.66E+00,1
1.90E+01,-1.15E+01,1
2.14E+01,-1.26E+00,1
-1.61E+00,1.35E+01,1
-7.73E+00,1.13E+01,1
8.74E+00,5.79E+00,1
1.37E+01,-1.55E+01,1
-2.41E+00,-1.83E+01,1
-1.30E+01,8.41E+00,1
2.02E+01,-8.93E+00,1
1.52E+01,-1.48E+01,1
5.80E+00,-5.15E+00,1
1.42E+00,-1.80E+01,1
-1.53E+01,-5.26E-01,1
1.21E+01,-1.61E+01,1
1.91E+01,-6.42E+00,1
-1.45E+01,5.15E+00,1
-1.57E+01,-3.02E+00,1
9.55E-01,-1.75E+01,1
-1.21E+01,-1.25E+01,1
-9.95E-01,1.21E+01,1
-1.30E+01,-1.18E+00,1
-5.58E+00,-1.61E+01,1
1.73E+01,-1.11E+01,1
9.22E+00,2.32E+00,1
-1.05E+01,-1.52E+01,1
-1.26E+01,-1.15E+01,1
-9.28E+00,1.27E+01,1
-1.49E+01,-2.79E-01,1
-1.55E+01,-6.13E+00,1
2.03E+01,-5.48E+00,1
-5.66E+00,-1.74E+01,1
-1.59E+01,-2.05E+00,1
8.16E+00,4.09E+00,1
-1.52E+01,-9.66E-02,1
8.72E-01,-1.95E+01,1
-1.34E+01,6.95E+00,1
9.56E+00,1.84E+00,1
2.30E+00,-6.17E+00,1
1.02E+01,1.07E+00,1
5.07E+00,-8.44E+00,1
8.87E+00,9.32E-01,1
2.88E+00,9.83E+00,1
9.74E+00,7.86E+00,1
-5.44E+00,1.31E+01,1
1.95E+01,-9.14E+00,1
-1.44E+01,-8.64E+00,1
-1.15E+01,-1.34E+01,1
-1.41E+01,2.20E+00,1
1.85E+01,-8.40E+00,1
5.96E-01,-2.01E+01,1
-6.79E+00,9.78E+00,1
9.95E+00,6.25E+00,1
-1.22E+00,1.17E+01,1
-7.42E+00,1.13E+01,1
6.84E+00,-6.08E+00,1
8.31E+00,2.64E+00,1
1.48E+01,-1.32E+01,1
-1.68E+01,2.94E-01,1
-1.37E+01,-9.09E+00,1
-1.68E+01,-1.93E+00,1
2.19E+01,4.92E-01,1
-6.80E+00,1.21E+01,1
-1.43E+01,-1.20E+01,1
-1.28E+01,7.41E+00,1
-1.47E+01,1.78E+00,1
2.18E+01,-2.69E+00,1
1.10E+01,-1.70E+01,1
2.00E+01,-7.70E+00,1
4.49E+00,-1.74E+01,1
-1.11E+01,-1.06E+01,1
-1.43E+01,-1.01E+01,1
-1.12E+01,9.64E+00,1
1.66E+01,-1.30E+01,1
2.85E+00,1.22E+01,1
1.98E+01,-8.27E+00,1
-1.14E+01,-1.26E+01,1
-1.24E+01,-1.03E+01,1
6.74E+00,8.91E+00,1
1.91E+01,-1.00E+01,1
-1.68E+01,-2.30E-01,1
2.16E+01,-3.28E+00,1
8.31E+00,1.64E+00,1
1.42E+01,-1.42E+01,1
2.03E+01,-2.81E+00,1
6.29E+00,-2.01E+01,1
9.02E-01,-1.95E+01,1
-8.91E+00,-1.71E+01,1
-4.47E-01,-1.92E+01,1
-1.52E+01,2.89E+00,1
-7.95E+00,-1.49E+01,1
2.22E+01,-2.40E+00,1
1.91E+01,-8.67E+00,1
1.60E+00,1.21E+01,1
-1.45E+01,-1.41E+00,1
1.32E+01,-1.48E+01,1
-7.34E+00,1.10E+01,1
-3.08E+00,1.28E+01,1
1.85E+01,-8.30E+00,1
-1.66E+01,2.12E+00,1
-1.93E+00,1.26E+01,1
-4.02E+00,-1.84E+01,1
9.97E+00,-3.04E+00,1
1.13E+01,1.99E+00,1
1.28E-01,-1.89E+01,1
-1.61E+01,-2.42E-01,1
2.71E+00,-8.46E+00,1
-6.60E+00,-1.73E+01,1
-1.57E+01,-4.97E+00,1
-3.88E+00,-3.81E+00,1
2.67E+00,1.17E+01,1
-1.27E+01,5.58E+00,1
8.53E+00,-1.78E+01,1
-2.67E+00,1.32E+01,1
-7.77E+00,-1.62E+01,1
2.12E+01,-6.55E+00,1
-1.50E+01,-1.22E+01,1
9.03E+00,4.11E+00,1
-1.35E+01,5.14E+00,1
-1.52E+01,1.89E+00,1
8.27E+00,6.45E+00,1
2.70E+00,1.04E+01,1
1.72E+01,-1.22E+01,1
-1.60E+01,-8.85E-01,1
1.56E+01,-1.48E+01,1
1.76E+01,-1.12E+01,1
-8.62E+00,-1.39E+01,1
-7.86E+00,1.08E+01,1
6.31E+00,-1.93E+01,1
1.09E+01,-1.49E+01,1
9.33E+00,1.92E+00,1
-4.04E+00,-1.94E+01,1
-1.49E+01,2.48E+00,1
5.87E+00,-1.96E+01,1
-1.45E+01,4.85E+00,1
1.77E+01,-1.20E+01,1
-1.49E+01,1.97E+00,1
-1.65E+01,-7.76E+00,1
-1.30E+01,9.16E+00,1
-1.65E+01,3.48E+00,1
1.50E+01,-1.33E+01,1
5.89E+00,-1.87E+01,1
2.18E+01,-3.38E+00,1
-1.44E+01,-8.06E+00,1
-5.52E-01,1.36E+01,1
9.08E+00,7.74E+00,1
-2.33E+00,-1.82E+01,1
-1.56E+01,-2.11E+00,1
-1.48E+01,6.39E+00,1
8.61E+00,-2.71E+00,1
1.92E+01,-8.08E+00,1
-6.42E-01,-1.88E+01,1
6.12E+00,6.36E+00,1
8.51E+00,-9.30E-01,1
5.01E+00,-2.30E+00,1
2.02E+01,-9.96E+00,1
9.56E-01,1.25E+01,1
1.35E+01,-1.71E+01,1
2.05E+01,-4.21E+00,1
6.63E+00,1.20E+01,1
-1.35E+01,-1.11E+01,1
-2.17E+00,-1.72E+01,1
1.84E+01,-1.01E+01,1
-1.04E+00,-5.01E+00,1
1.84E-01,1.30E+01,1
2.03E+01,-2.11E+00,1
4.48E+00,-5.56E+00,1
-1.72E+01,-1.89E+00,1
-7.39E+00,-1.52E+01,1
2.45E-01,-7.27E+00,1
-1.39E+01,1.32E+00,1
1.99E+01,-9.10E+00,1
-8.94E+00,1.17E+01,1
7.72E+00,5.07E+00,1
-3.63E+00,-1.69E+01,1
-1.42E+01,-4.51E+00,1
1.70E+00,1.16E+01,1
-2.18E+00,1.24E+01,1
1.05E+01,7.54E+00,1
9.54E+00,-1.17E+00,1
7.72E-01,1.48E+01,1
-1.44E+01,-3.34E+00,1
-4.54E+00,1.32E+01,1
1.24E+01,-1.65E+01,1
-1.71E+01,-1.84E+00,1
-5.85E+00,-1.77E+01,1
-1.20E+01,7.24E+00,1
-8.38E+00,1.03E+01,1
-1.44E+01,8.90E+00,1
-6.77E+00,1.09E+01,1
7.85E+00,-2.67E+00,1
-4.13E+00,1.23E+01,1
1.98E+01,-8.17E+00,1
-8.32E+00,-1.68E+01,1
-8.83E+00,-1.46E+01,1
-1.13E+01,8.82E+00,1
1.07E+01,-4.57E-01,1
-1.08E+01,8.94E+00,1
1.10E+01,-1.61E+01,1
-1.64E+00,-1.82E+01,1
-3.22E+00,-1.99E+00,1
9.63E+00,-1.84E+01,1
-4.76E+00,-1.85E+01,1
1.72E+01,-1.20E+01,1
8.31E+00,-9.48E-01,1
2.19E+01,-5.38E+00,1
-1.17E+01,-1.60E+01,1
2.13E+01,-9.72E+00,1
7.24E+00,9.21E+00,1
7.45E+00,6.14E+00,1
5.48E+00,-1.99E+01,1
8.69E+00,7.67E+00,1
-1.27E+01,3.24E+00,1
-1.08E+01,-1.30E+01,1
1.38E+00,1.12E+01,1
-5.00E+00,-1.61E+01,1
-5.63E+00,-1.88E+01,1
-1.58E+01,4.55E+00,1
8.06E+00,-2.80E+00,1
-9.94E+00,-1.20E+01,1
9.99E+00,-9.20E-01,1
-1.53E+01,-2.23E+00,1
-1.16E+01,9.22E+00,1
-4.65E+00,-1.88E+01,1
6.53E+00,8.25E+00,1
1.36E+01,-1.60E+01,1
-5.66E+00,-1.85E+01,1
8.51E+00,-4.06E+00,1
-3.92E+00,-1.79E+01,1
